nu,I,tau,Gamma',E',J',Ka',Kc',GammaRot',v1',v2',v3',v4',v5',v6',GammaVib',,"Gamma ""","E""","J""","GammaVib""","Ka""","Kc""","GammaRot""",
6832.858668,1.33E-24,1.10E-02,A1,7124.112487,12,3,10,B2,0,2,0,1,0,0,B2,<-,A2,291.253819,11,A1,4,7,A2,
6832.931453,5.57E-24,1.71E-02,B2,7162.256341,13,2,11,A2,0,0,1,1,1,1,B1,<-,B1,329.324888,14,A1,3,11,B1,
6832.933532,1.31E-24,1.08E-02,A2,7124.186282,12,3,9,B1,0,2,0,1,0,0,B2,<-,A1,291.25275,11,A1,4,8,A1,
6833.041898,1.61E-24,3.34E-03,B1,6856.292489,4,1,3,B1,1,0,1,0,0,2,A1,<-,B2,23.250591,3,A1,1,2,B2,
6833.12392,2.85E-24,1.43E-02,B1,7292.495087,15,5,11,B1,0,2,0,1,0,0,A1,<-,B2,459.371167,14,A1,5,10,B2,
6833.130717,1.94E-23,3.80E-02,B2,7054.305677,12,0,12,A1,0,2,0,1,0,0,B2,<-,B1,221.17496,13,A1,1,13,B1,
6833.13341,2.85E-24,1.43E-02,B2,7292.504682,15,5,10,B2,0,2,0,1,0,0,A1,<-,B1,459.371272,14,A1,5,9,B1,
6833.162304,7.25E-24,5.03E-02,A1,7119.597672,14,1,14,B2,0,2,0,1,0,0,B2,<-,A2,286.435368,15,A1,0,15,A2,
6833.167844,1.58E-24,3.93E-02,A1,7382.042701,14,6,8,A1,0,0,0,1,2,2,A1,<-,A2,548.874857,14,A1,6,9,A2,
6833.169547,1.58E-24,3.94E-02,A2,7382.044405,14,6,9,A2,0,0,0,1,2,2,A1,<-,A1,548.874858,14,A1,6,8,A1,
6833.175489,1.69E-24,6.23E-03,B2,7105.520656,8,6,3,A2,1,1,0,1,0,1,B1,<-,B1,272.345167,7,A1,5,3,B1,
6833.176271,1.75E-24,6.44E-03,B1,7105.521438,8,6,2,A1,1,1,0,1,0,1,B1,<-,B2,272.345167,7,A1,5,2,B2,
6833.313956,1.03E-23,3.14E-02,B1,7162.373933,13,2,11,A2,0,1,1,1,0,0,B2,<-,B2,329.059977,14,A1,3,12,B2,
6833.395546,1.62E-24,3.22E-03,B2,7040.812998,11,3,8,B2,1,0,1,0,0,2,A1,<-,B1,207.417452,10,A1,3,7,B1,
6833.493506,1.36E-24,3.77E-02,A2,7418.779779,15,6,9,A2,0,0,0,1,2,2,A1,<-,A1,585.286273,15,A1,6,10,A1,
6833.502363,1.36E-24,3.78E-02,A1,7418.788638,15,6,10,A1,0,0,0,1,2,2,A1,<-,A2,585.286275,15,A1,6,9,A2,
6833.56513,5.64E-24,5.33E-02,A1,7073.774961,8,3,6,B2,0,1,1,1,0,0,B2,<-,A2,240.209831,9,A1,4,5,A2,
6833.572166,5.65E-24,5.35E-02,A2,7073.781782,8,3,5,B1,0,1,1,1,0,0,B2,<-,A1,240.209616,9,A1,4,6,A1,
6833.582148,2.90E-24,1.84E-02,A2,7086.841846,13,1,13,B1,0,2,0,1,0,0,B2,<-,A1,253.259698,13,A1,2,12,A1,
6833.729585,1.11E-24,3.51E-02,A1,7457.855618,16,6,10,A1,0,0,0,1,2,2,A1,<-,A2,624.126033,16,A1,6,11,A2,
6833.747555,1.15E-24,5.75E-03,A1,6917.495857,7,2,6,A1,1,0,1,0,0,2,A1,<-,A2,83.748302,6,A1,2,5,A2,
6833.753736,1.12E-24,3.53E-02,A2,7457.879774,16,6,11,A2,0,0,0,1,2,2,A1,<-,A1,624.126038,16,A1,6,10,A1,
6833.796348,6.43E-24,1.19E-02,B1,7007.185092,10,1,9,B1,4,0,0,0,0,0,A1,<-,B2,173.388744,11,A1,1,10,B2,
6833.881878,1.08E-24,5.41E-03,A2,6917.796152,7,2,5,A2,1,0,1,0,0,2,A1,<-,A1,83.914274,6,A1,2,4,A1,
6833.943251,3.31E-24,4.17E-02,A1,6881.283947,2,1,2,B2,0,2,0,1,0,0,B2,<-,A2,47.340696,3,A1,2,1,A2,
6833.988992,4.40E-24,1.16E-02,B1,7159.980208,15,2,14,A1,1,1,0,1,0,1,B1,<-,B2,325.991216,16,A1,1,16,B2,
6834.039434,2.18E-24,1.34E-02,A1,7028.471656,10,2,8,A1,4,0,0,0,0,0,A1,<-,A2,194.432222,11,A1,2,9,A2,
6834.317599,1.11E-24,2.85E-03,B1,7142.012411,14,0,14,A1,0,0,1,1,1,1,B1,<-,B2,307.694812,15,A1,1,14,B2,
6834.371168,2.24E-24,1.36E-02,A2,7027.175046,10,2,9,A2,4,0,0,0,0,0,A1,<-,A1,192.803878,11,A1,2,10,A1,
6834.371436,4.55E-24,1.13E-02,B1,7068.579702,10,3,7,B1,4,0,0,0,0,0,A1,<-,B2,234.208266,11,A1,3,8,B2,
6834.400572,4.62E-24,1.14E-02,B2,7068.543632,10,3,8,B2,4,0,0,0,0,0,A1,<-,B1,234.14306,11,A1,3,9,B1,
6834.462254,3.42E-24,4.31E-02,A2,6881.791039,2,1,1,B1,0,2,0,1,0,0,B2,<-,A1,47.328785,3,A1,2,2,A1,
6834.544188,1.15E-24,1.13E-02,A1,7125.798007,10,4,6,A1,4,0,0,0,0,0,A1,<-,A2,291.253819,11,A1,4,7,A2,
6834.544627,1.15E-24,1.13E-02,A2,7125.797377,10,4,7,A2,4,0,0,0,0,0,A1,<-,A1,291.25275,11,A1,4,8,A1,
6834.568752,3.16E-24,1.86E-02,A1,7056.402993,12,1,12,B2,0,2,0,1,0,0,B2,<-,A2,221.834241,12,A1,2,11,A2,
6834.641769,2.49E-24,1.28E-02,A1,6993.332583,10,0,10,A1,4,0,0,0,0,0,A1,<-,A2,158.690814,11,A1,0,11,A2,
6834.722381,2.14E-24,1.00E-02,B1,7199.355649,10,5,5,B1,4,0,0,0,0,0,A1,<-,B2,364.633268,11,A1,5,6,B2,
6834.722387,2.14E-24,1.00E-02,B2,7199.355645,10,5,6,B2,4,0,0,0,0,0,A1,<-,B1,364.633258,11,A1,5,7,B1,
6834.755412,1.15E-24,1.34E-02,B1,7343.701077,8,5,3,B1,0,1,1,1,0,0,A1,<-,B2,508.945665,9,A1,7,2,B2,
6834.755454,1.15E-24,1.34E-02,B2,7343.701119,8,5,4,B2,0,1,1,1,0,0,A1,<-,B1,508.945665,9,A1,7,3,B1,
6834.767285,2.17E-23,3.98E-02,B1,7025.605534,11,0,11,A2,0,2,0,1,0,0,B2,<-,B2,190.838249,12,A1,1,12,B2,
6834.993285,2.35E-24,4.16E-03,B1,6866.66589,5,1,5,B1,1,0,1,0,0,2,A1,<-,B2,31.672605,4,A1,1,4,B2,
6834.995337,2.29E-24,3.68E-03,B1,6880.821912,6,1,5,B1,0,0,0,1,2,2,A1,<-,B2,45.826575,5,A1,1,4,B2,
6835.009276,1.08E-23,1.89E-02,B2,6997.819969,10,1,10,B2,4,0,0,0,0,0,A1,<-,B1,162.810693,11,A1,1,11,B1,
6835.182893,7.75E-24,2.17E-02,B1,7130.338403,12,2,11,A2,0,1,1,1,0,0,B2,<-,B2,295.15551,13,A1,3,10,B2,
6835.276206,1.97E-24,3.52E-03,B2,6868.562839,5,1,4,B2,1,0,1,0,0,2,A1,<-,B1,33.286633,4,A1,1,3,B1,
6835.327957,1.61E-24,3.36E-03,B1,7069.536223,12,3,9,B1,1,0,1,0,0,2,A1,<-,B2,234.208266,11,A1,3,8,B2,
6835.374475,1.70E-24,6.17E-03,B2,7127.147016,9,6,3,A2,1,1,0,1,0,1,B1,<-,B1,291.772541,8,A1,5,3,B1,
6835.374636,1.70E-24,6.18E-03,B1,7127.147176,9,6,4,A1,1,1,0,1,0,1,B1,<-,B2,291.77254,8,A1,5,4,B2,
6835.424028,1.03E-24,2.11E-03,B1,6960.119146,7,3,5,B1,0,0,0,1,2,2,A1,<-,B2,124.695118,6,A1,3,4,B2,
6835.440544,3.15E-24,1.75E-02,A2,7028.244422,11,1,11,B1,0,2,0,1,0,0,B2,<-,A1,192.803878,11,A1,2,10,A1,
6835.490148,2.36E-24,4.44E-03,B1,6913.89337,6,1,5,B1,0,1,0,0,3,0,A1,<-,B2,78.403222,7,A1,1,6,B2,
6835.54601,1.16E-23,3.25E-02,B2,7130.529098,12,2,10,A1,0,1,1,1,0,0,B2,<-,B1,294.983088,13,A1,3,11,B1,
6835.558234,1.34E-24,1.18E-02,A2,7155.987086,13,3,11,B1,0,2,0,1,0,0,B2,<-,A1,320.428852,12,A1,4,8,A1,
6835.604499,1.62E-24,1.75E-02,B2,7303.31188,7,7,0,B2,0,2,0,1,0,0,A1,<-,B1,467.707381,7,A1,7,1,B1,
6835.604499,1.62E-24,1.75E-02,B1,7303.31188,7,7,1,B1,0,2,0,1,0,0,A1,<-,B2,467.707381,7,A1,7,0,B2,
6835.644291,2.64E-24,1.49E-02,B2,7331.4588,16,5,12,B2,0,2,0,1,0,0,A1,<-,B1,495.814509,15,A1,5,11,B1,
6835.666857,1.30E-24,1.14E-02,A1,7156.093574,13,3,10,B2,0,2,0,1,0,0,B2,<-,A2,320.426717,12,A1,4,9,A2,
6835.667034,2.62E-24,1.48E-02,B1,7331.481752,16,5,11,B1,0,2,0,1,0,0,A1,<-,B2,495.814718,15,A1,5,10,B2,
6835.713918,3.88E-24,9.10E-03,B2,7124.470141,14,2,13,A2,1,1,0,1,0,1,B1,<-,B1,288.756223,15,A1,1,15,B1,
6835.732371,1.66E-24,1.74E-02,B2,7322.846087,8,7,2,B2,0,2,0,1,0,0,A1,<-,B1,487.113716,8,A1,7,1,B1,
6835.732372,1.66E-24,1.74E-02,B1,7322.846088,8,7,1,B1,0,2,0,1,0,0,A1,<-,B2,487.113716,8,A1,7,2,B2,
6835.743835,7.62E-24,4.79E-02,A2,7086.841846,13,1,13,B1,0,2,0,1,0,0,B2,<-,A1,251.098011,14,A1,0,14,A1,
6835.798071,1.72E-24,4.19E-03,B2,6933.75741,5,2,4,A1,0,2,0,1,0,0,B2,<-,B1,97.959339,4,A1,3,1,B1,
6835.864074,1.70E-24,1.77E-02,B1,7344.809739,9,7,3,B1,0,2,0,1,0,0,A1,<-,B2,508.945665,9,A1,7,2,B2,
6835.864076,1.70E-24,1.77E-02,B2,7344.809741,9,7,2,B2,0,2,0,1,0,0,A1,<-,B1,508.945665,9,A1,7,3,B1,
6835.931067,1.19E-24,5.73E-03,A2,6936.663539,8,2,7,A2,1,0,1,0,0,2,A1,<-,A1,100.732472,7,A1,2,6,A1,
6835.994994,1.72E-24,1.83E-02,B2,7369.198159,10,7,4,B2,0,2,0,1,0,0,A1,<-,B1,533.203165,10,A1,7,3,B1,
6835.995007,1.72E-24,1.83E-02,B1,7369.198172,10,7,3,B1,0,2,0,1,0,0,A1,<-,B2,533.203165,10,A1,7,4,B2,
6836.02705,6.05E-24,5.84E-02,A2,7054.365601,7,3,5,B1,0,1,1,1,0,0,B2,<-,A1,218.338551,8,A1,4,4,A1,
6836.030093,6.06E-24,5.85E-02,A1,7054.368561,7,3,4,B2,0,1,1,1,0,0,B2,<-,A2,218.338468,8,A1,4,5,A2,
6836.031115,2.10E-24,1.29E-02,A1,7030.463337,10,1,10,B2,0,1,1,1,0,0,B2,<-,A2,194.432222,11,A1,2,9,A2,
6836.119572,1.72E-24,1.90E-02,B1,7396.005715,11,7,5,B1,0,2,0,1,0,0,A1,<-,B2,559.886143,11,A1,7,4,B2,
6836.119636,1.72E-24,1.90E-02,B2,7396.005779,11,7,4,B2,0,2,0,1,0,0,A1,<-,B1,559.886143,11,A1,7,5,B1,
6836.119805,1.19E-24,4.31E-03,B2,7241.214987,16,1,16,B2,0,0,2,1,0,0,A1,<-,B1,405.095182,16,A1,3,13,B1,
6836.139703,2.63E-24,1.40E-02,A1,7002.313568,10,1,10,B2,0,2,0,1,0,0,B2,<-,A2,166.173865,10,A1,2,9,A2,
6836.231075,1.69E-24,1.98E-02,B2,7425.225597,12,7,6,B2,0,2,0,1,0,0,A1,<-,B1,588.994522,12,A1,7,5,B1,
6836.231397,1.69E-24,1.97E-02,B1,7425.225919,12,7,5,B1,0,2,0,1,0,0,A1,<-,B2,588.994522,12,A1,7,6,B2,
6836.300378,1.20E-24,2.11E-02,B2,7565.980559,16,7,10,B2,0,2,0,1,0,0,A1,<-,B1,729.680181,16,A1,7,9,B1,
6836.311473,1.26E-24,2.22E-02,B1,7565.991654,16,7,9,B1,0,2,0,1,0,0,A1,<-,B2,729.680181,16,A1,7,10,B2,
6836.321614,1.62E-24,2.04E-02,B1,7456.849828,13,7,7,B1,0,2,0,1,0,0,A1,<-,B2,620.528214,13,A1,7,6,B2,
6836.32365,1.59E-24,2.01E-02,B2,7456.851864,13,7,6,B2,0,2,0,1,0,0,A1,<-,B1,620.528214,13,A1,7,7,B1,
6836.364629,1.36E-24,2.11E-02,B2,7527.23578,15,7,8,B2,0,2,0,1,0,0,A1,<-,B1,690.871151,15,A1,7,9,B1,
6836.384387,1.45E-24,2.01E-02,B2,7490.871512,14,7,8,B2,0,2,0,1,0,0,A1,<-,B1,654.487125,14,A1,7,7,B1,
6836.44123,2.22E-23,3.89E-02,B2,6999.251923,10,0,10,A1,0,2,0,1,0,0,B2,<-,B1,162.810693,11,A1,1,11,B1,
6836.533066,3.17E-24,6.43E-02,A2,6876.576257,1,1,1,B1,0,2,0,1,0,0,B2,<-,A1,40.043191,2,A1,2,0,A1,
6836.606396,1.65E-24,8.65E-03,A2,6978.55546,9,3,7,B1,0,1,1,1,0,0,B2,<-,A1,141.949064,9,A1,2,8,A1,
6836.704447,3.20E-24,6.50E-02,A1,6876.745255,1,1,0,B2,0,2,0,1,0,0,B2,<-,A2,40.040808,2,A1,2,1,A2,
6836.828036,6.55E-24,1.17E-02,B2,6982.758972,9,1,8,B2,4,0,0,0,0,0,A1,<-,B1,145.930936,10,A1,1,9,B1,
6837.044154,1.25E-24,1.49E-02,B2,7324.15787,7,5,2,B2,0,1,1,1,0,0,A1,<-,B1,487.113716,8,A1,7,1,B1,
6837.044184,1.25E-24,1.49E-02,B1,7324.1579,7,5,3,B1,0,1,1,1,0,0,A1,<-,B2,487.113716,8,A1,7,2,B2,
6837.117025,2.24E-24,1.33E-02,A2,7004.433047,9,2,7,A2,4,0,0,0,0,0,A1,<-,A1,167.316022,10,A1,2,8,A1,
6837.153097,2.61E-24,3.90E-03,B2,6898.019986,7,1,6,B2,0,0,0,1,2,2,A1,<-,B1,60.866889,6,A1,1,5,B1,
6837.209125,1.58E-24,3.53E-03,B2,7100.661418,13,3,10,B2,1,0,1,0,0,2,A1,<-,B1,263.452293,12,A1,3,9,B1,
6837.252497,3.08E-24,4.89E-03,B2,6880.658623,6,1,6,B2,1,0,1,0,0,2,A1,<-,B1,43.406126,5,A1,1,5,B1,
6837.290136,1.43E-24,3.14E-03,B2,6947.400963,6,0,6,A1,0,1,1,1,0,0,B2,<-,B1,110.110827,5,A1,3,3,B1,
6837.38066,2.35E-24,1.39E-02,A1,7003.554525,9,2,8,A1,4,0,0,0,0,0,A1,<-,A2,166.173865,10,A1,2,9,A2,
6837.41997,4.36E-24,1.05E-02,B2,7044.837422,9,3,6,B2,4,0,0,0,0,0,A1,<-,B1,207.417452,10,A1,3,7,B1,
6837.4274,4.69E-24,1.13E-02,B1,7044.807483,9,3,7,B1,4,0,0,0,0,0,A1,<-,B2,207.380083,10,A1,3,8,B2,
6837.455434,2.25E-24,3.61E-03,B1,6883.282009,6,1,5,B1,1,0,1,0,0,2,A1,<-,B2,45.826575,5,A1,1,4,B2,
6837.47901,3.29E-24,6.99E-03,B1,7091.29491,13,2,12,A1,1,1,0,1,0,1,B1,<-,B2,253.8159,14,A1,1,14,B2,
6837.513726,1.00E-23,2.61E-02,B2,7100.966019,11,2,10,A1,0,1,1,1,0,0,B2,<-,B1,263.452293,12,A1,3,9,B1,
6837.535764,1.61E-24,5.88E-03,B1,7151.165184,10,6,4,A1,1,1,0,1,0,1,B1,<-,B2,313.62942,9,A1,5,4,B2,
6837.536003,1.61E-24,5.88E-03,B2,7151.165422,10,6,5,A2,1,1,0,1,0,1,B1,<-,B1,313.629419,9,A1,5,5,B1,
6837.569183,1.15E-24,1.09E-02,A2,7102.08374,9,4,5,A2,4,0,0,0,0,0,A1,<-,A1,264.514557,10,A1,4,6,A1,
6837.569413,1.15E-24,1.09E-02,A1,7102.08347,9,4,6,A1,4,0,0,0,0,0,A1,<-,A2,264.514057,10,A1,4,7,A2,
6837.591605,2.55E-24,1.28E-02,A2,6970.055232,9,0,9,A2,4,0,0,0,0,0,A1,<-,A1,132.463627,10,A1,0,10,A1,
6837.693213,1.13E-24,7.72E-03,B1,7372.384085,16,2,15,A2,0,0,1,0,3,0,B2,<-,B2,534.690872,16,A1,5,12,B2,
6837.739002,1.06E-24,8.28E-03,A2,7161.765102,15,3,13,B1,0,1,1,1,0,0,B2,<-,A1,324.0261,16,A1,0,16,A1,
6837.742025,2.09E-24,9.52E-03,B2,7175.658213,9,5,4,B2,4,0,0,0,0,0,A1,<-,B1,337.916188,10,A1,5,5,B1,
6837.742027,2.09E-24,9.52E-03,B1,7175.658212,9,5,5,B1,4,0,0,0,0,0,A1,<-,B2,337.916185,10,A1,5,6,B2,
6837.826639,1.09E-24,2.14E-03,B2,6979.539766,8,3,6,B2,0,0,0,1,2,2,A1,<-,B1,141.713127,7,A1,3,5,B1,
6837.827918,1.30E-23,3.38E-02,B1,7101.171938,11,2,9,A2,0,1,1,1,0,0,B2,<-,B2,263.34402,12,A1,3,10,B2,
6837.902418,2.65E-23,4.54E-02,B1,6974.999648,9,1,9,B1,4,0,0,0,0,0,A1,<-,B2,137.09723,10,A1,1,10,B2,
6837.989416,1.12E-24,6.21E-03,A2,7030.793294,11,1,11,B1,0,2,0,1,0,0,B2,<-,A1,192.803878,11,A1,2,10,A1,
6838.083911,1.18E-24,5.56E-03,A1,6958.217835,9,2,8,A1,1,0,1,0,0,2,A1,<-,A2,120.133924,8,A1,2,7,A2,
6838.12015,2.04E-24,1.09E-02,A1,7004.294015,10,1,10,B2,0,2,0,1,0,0,B2,<-,A2,166.173865,10,A1,2,9,A2,
6838.176324,2.06E-24,4.21E-03,B2,6899.043213,5,1,4,B2,0,1,0,0,3,0,A1,<-,B1,60.866889,6,A1,1,5,B1,
6838.204828,7.63E-24,1.31E-02,B1,6975.302058,9,0,9,A2,0,2,0,1,0,0,B2,<-,B2,137.09723,10,A1,1,10,B2,
6838.289878,1.30E-24,1.24E-02,A1,7190.330935,14,3,12,B2,0,2,0,1,0,0,B2,<-,A2,352.041057,13,A1,4,9,A2,
6838.310946,1.02E-24,4.84E-03,A2,6958.938163,9,2,7,A2,1,0,1,0,0,2,A1,<-,A1,120.627217,8,A1,2,6,A1,
6838.367538,2.59E-24,5.69E-03,B1,6948.478979,6,2,5,A2,0,2,0,1,0,0,B2,<-,B2,110.111441,5,A1,3,2,B2,
6838.381732,7.54E-24,4.36E-02,A1,7056.402993,12,1,12,B2,0,2,0,1,0,0,B2,<-,A2,218.021261,13,A1,0,13,A2,
6838.429718,3.32E-24,1.75E-02,A2,6980.378782,9,1,9,B1,0,2,0,1,0,0,B2,<-,A1,141.949064,9,A1,2,8,A1,
6838.437822,1.25E-24,1.20E-02,A2,7190.474855,14,3,11,B1,0,2,0,1,0,0,B2,<-,A1,352.037033,13,A1,4,10,A1,
6838.4881,6.41E-24,6.50E-02,A1,7037.387859,6,3,4,B2,0,1,1,1,0,0,B2,<-,A2,198.899759,7,A1,4,3,A2,
6838.489272,6.41E-24,6.50E-02,A2,7037.389004,6,3,3,B1,0,1,1,1,0,0,B2,<-,A1,198.899732,7,A1,4,4,A1,
6838.562444,1.20E-24,2.76E-03,B2,7109.034362,13,0,13,A2,0,0,1,1,1,1,B1,<-,B1,270.471918,14,A1,1,13,B1,
6838.889774,4.31E-24,2.28E-02,A1,6959.023698,8,1,8,B2,0,2,0,1,0,0,B2,<-,A2,120.133924,8,A1,2,7,A2,
6838.892341,1.33E-24,9.23E-03,A1,7125.327709,14,3,12,B2,0,1,1,1,0,0,B2,<-,A2,286.435368,15,A1,0,15,A2,
6839.042097,1.54E-24,3.73E-03,B1,7134.197607,14,3,11,B1,1,0,1,0,0,2,A1,<-,B2,295.15551,13,A1,3,10,B2,
6839.213372,2.02E-24,1.20E-02,A2,7006.529394,9,1,9,B1,0,1,1,1,0,0,B2,<-,A1,167.316022,10,A1,2,8,A1,
6839.253491,2.86E-24,4.12E-03,B1,6917.656713,8,1,7,B1,0,0,0,1,2,2,A1,<-,B2,78.403222,7,A1,1,6,B2,
6839.272339,1.39E-24,1.73E-02,B2,7306.97972,6,5,2,B2,0,1,1,1,0,0,A1,<-,B1,467.707381,7,A1,7,1,B1,
6839.272339,1.39E-24,1.73E-02,B1,7306.97972,6,5,1,B1,0,1,1,1,0,0,A1,<-,B2,467.707381,7,A1,7,0,B2,
6839.277008,2.66E-24,5.21E-03,B2,7060.451968,12,2,11,A2,1,1,0,1,0,1,B1,<-,B1,221.17496,13,A1,1,13,B1,
6839.401902,1.63E-24,3.33E-03,B1,6964.09702,7,0,7,A2,0,1,1,1,0,0,B2,<-,B2,124.695118,6,A1,3,4,B2,
6839.402817,4.74E-24,2.58E-02,A2,6940.135289,7,1,7,B1,0,2,0,1,0,0,B2,<-,A1,100.732472,7,A1,2,6,A1,
6839.58012,2.44E-24,3.65E-03,B2,6900.447009,7,1,6,B2,1,0,1,0,0,2,A1,<-,B1,60.866889,6,A1,1,5,B1,
6839.596654,3.79E-24,5.59E-03,B1,6897.076248,7,1,7,B1,1,0,1,0,0,2,A1,<-,B2,57.479594,6,A1,1,6,B2,
6839.654113,1.46E-24,5.48E-03,B2,7177.570301,11,6,5,A2,1,1,0,1,0,1,B1,<-,B1,337.916188,10,A1,5,5,B1,
6839.654466,1.46E-24,5.49E-03,B1,7177.570651,11,6,6,A1,1,1,0,1,0,1,B1,<-,B2,337.916185,10,A1,5,6,B2,
6839.787732,6.08E-24,1.08E-02,B1,6960.729722,8,1,7,B1,4,0,0,0,0,0,A1,<-,B2,120.94199,9,A1,1,8,B2,
6839.804786,2.99E-23,5.10E-02,B2,6953.507531,8,0,8,A1,0,2,0,1,0,0,B2,<-,B1,113.702745,9,A1,1,9,B1,
6839.896876,4.74E-24,2.75E-02,A1,6923.645178,6,1,6,B2,0,2,0,1,0,0,B2,<-,A2,83.748302,6,A1,2,5,A2,
6839.90374,1.22E-23,3.03E-02,B1,7074.112006,10,2,9,A2,0,1,1,1,0,0,B2,<-,B2,234.208266,11,A1,3,8,B2,
6840.03026,1.35E-24,6.10E-03,B2,7233.811387,12,2,10,A1,0,0,1,0,3,0,B2,<-,B1,393.781127,12,A1,5,7,B1,
6840.131993,2.26E-24,1.33E-02,A1,6982.850304,8,2,6,A1,4,0,0,0,0,0,A1,<-,A2,142.718311,9,A1,2,7,A2,
6840.154291,1.43E-23,3.56E-02,B2,7074.297351,10,2,8,A1,0,1,1,1,0,0,B2,<-,B1,234.14306,11,A1,3,9,B1,
6840.208383,1.09E-24,5.18E-03,A2,6982.157447,10,2,9,A2,1,0,1,0,0,2,A1,<-,A1,141.949064,9,A1,2,8,A1,
6840.227767,1.11E-24,2.13E-03,B1,7001.393714,9,3,7,B1,0,0,0,1,2,2,A1,<-,B2,161.165947,8,A1,3,6,B2,
6840.245999,1.73E-24,1.09E-02,A2,7091.34401,13,3,11,B1,0,1,1,1,0,0,B2,<-,A1,251.098011,14,A1,0,14,A1,
6840.333689,2.40E-24,1.41E-02,A2,6982.282753,8,2,7,A2,4,0,0,0,0,0,A1,<-,A1,141.949064,9,A1,2,8,A1,
6840.338448,4.42E-24,2.82E-02,A2,6909.523014,5,1,5,B1,0,2,0,1,0,0,B2,<-,A1,69.184566,5,A1,2,4,A1,
6840.388309,4.59E-24,1.10E-02,B1,7023.463099,8,3,5,B1,4,0,0,0,0,0,A1,<-,B2,183.07479,9,A1,3,6,B2,
6840.395609,4.63E-24,1.11E-02,B2,7023.450232,8,3,6,B2,4,0,0,0,0,0,A1,<-,B1,183.054623,9,A1,3,7,B1,
6840.442716,1.05E-24,5.01E-03,A1,6983.161027,10,2,8,A1,1,0,1,0,0,2,A1,<-,A2,142.718311,9,A1,2,7,A2,
6840.489042,2.57E-24,1.28E-02,A1,6949.038344,8,0,8,A1,4,0,0,0,0,0,A1,<-,A2,108.549302,9,A1,0,9,A2,
6840.535132,1.10E-24,1.05E-02,A1,7080.744963,8,4,4,A1,4,0,0,0,0,0,A1,<-,A2,240.209831,9,A1,4,5,A2,
6840.535243,1.10E-24,1.05E-02,A2,7080.744859,8,4,5,A2,4,0,0,0,0,0,A1,<-,A1,240.209616,9,A1,4,6,A1,
6840.64846,1.08E-24,6.46E-03,B1,7336.463178,15,5,11,B1,1,0,0,2,2,0,A1,<-,B2,495.814718,15,A1,5,10,B2,
6840.703788,1.95E-24,8.82E-03,B1,7154.333208,8,5,3,B1,4,0,0,0,0,0,A1,<-,B2,313.62942,9,A1,5,4,B2,
6840.703789,1.95E-24,8.82E-03,B2,7154.333208,8,5,4,B2,4,0,0,0,0,0,A1,<-,B1,313.629419,9,A1,5,5,B1,
6840.713367,3.82E-24,2.81E-02,A1,6897.757341,4,1,4,B2,0,2,0,1,0,0,B2,<-,A2,57.043974,4,A1,2,3,A2,
6840.826143,2.62E-24,1.28E-02,B1,7266.186419,13,2,11,A2,0,0,1,0,3,0,B2,<-,B2,425.360276,13,A1,5,8,B2,
6840.847945,1.72E-24,4.00E-03,B1,6886.67452,4,1,3,B1,0,1,0,0,3,0,A1,<-,B2,45.826575,5,A1,1,4,B2,
6840.851819,1.40E-24,3.74E-03,B2,7170.176707,15,3,12,B2,1,0,1,0,0,2,A1,<-,B1,329.324888,14,A1,3,11,B1,
6840.911648,5.62E-24,1.54E-02,B2,7188.23595,16,0,16,A1,0,2,0,1,0,0,B2,<-,B1,347.324302,16,A1,1,15,B1,
6840.917731,4.60E-24,7.86E-03,B2,6954.620476,8,1,8,B2,4,0,0,0,0,0,A1,<-,B1,113.702745,9,A1,1,9,B1,
6840.947375,6.72E-24,7.42E-02,A2,7022.839994,5,3,3,B1,0,1,1,1,0,0,B2,<-,A1,181.892619,6,A1,4,2,A1,
6840.947756,6.72E-24,7.42E-02,A1,7022.840367,5,3,2,B2,0,1,1,1,0,0,B2,<-,A2,181.892611,6,A1,4,3,A2,
6840.992811,3.56E-24,7.28E-03,B2,6965.689769,7,2,6,A1,0,2,0,1,0,0,B2,<-,B1,124.696958,6,A1,3,3,B1,
6841.015714,2.96E-24,2.67E-02,A2,6888.344499,3,1,3,B1,0,2,0,1,0,0,B2,<-,A1,47.328785,3,A1,2,2,A1,
6841.029611,6.76E-24,3.66E-02,A2,7028.244422,11,1,11,B1,0,2,0,1,0,0,B2,<-,A1,187.214811,12,A1,0,12,A1,
6841.052199,1.24E-24,1.31E-02,A2,7227.144226,15,3,13,B1,0,2,0,1,0,0,B2,<-,A1,386.092027,14,A1,4,10,A1,
6841.104646,2.04E-24,3.74E-03,B1,7031.942895,11,2,10,A1,1,1,0,1,0,1,B1,<-,B2,190.838249,12,A1,1,12,B2,
6841.238293,1.19E-24,1.25E-02,A1,7227.323093,15,3,12,B2,0,2,0,1,0,0,B2,<-,A2,386.0848,14,A1,4,11,A2,
6841.243139,1.78E-24,2.17E-02,A1,6881.283947,2,1,2,B2,0,2,0,1,0,0,B2,<-,A2,40.040808,2,A1,2,1,A2,
6841.299986,3.05E-24,4.34E-03,B2,6939.730314,9,1,8,B2,0,0,0,1,2,2,A1,<-,B1,98.430328,8,A1,1,7,B1,
6841.30333,3.54E-24,1.90E-02,B2,7300.674602,14,2,12,A1,0,0,1,0,3,0,B2,<-,B1,459.371272,14,A1,5,9,B1,
