vibrational_f	angmom_total_f	vibrational_i	angmom_total_i	transition_wavenumber	unc	lambda	unc	einstein_coefficient	unc	Atot	energy_f	unc	Tu	degeneracy
10	11	8	9	4626.595158	0.0005	2.161416692	2E-07	8.23E-09	8.23E-09	3.53E-06	-1685.433838	0.005	49540.9	69
10	11	9	13	385.042612	0.0002	25.971151473	1E-05	5.97E-11	5.97E-11	3.53E-06	-1685.433838	0.005	49540.9	69
10	11	9	11	1545.109959	0.0004	6.472031289	2E-06	4.1E-11	1.11E-07	3.53E-06	-1685.433838	0.005	49540.9	69
10	11	9	9	2626.788316	0.0005	3.806930288	8E-07	2.33E-07	2.33E-07	3.53E-06	-1685.433838	0.005	49540.9	69
10	11	10	9	923.268837	0.0003	10.831081478	3E-06	9.26E-09	9.26E-09	3.53E-06	-1685.433838	0.005	49540.9	69
10	12	0	14	24110.939687	0.003	0.414749493	6E-08	1.4E-11	1.4E-11	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	0	12	26613.350415	0.004	0.375751262	5E-08	1E-12	1.02E-12	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	0	10	28881.031638	0.004	0.346248019	4E-08	2.69E-10	2.69E-10	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	1	14	20512.731264	0.003	0.487502121	6E-08	1.89E-10	1.89E-10	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	1	12	22880.342589	0.003	0.437056393	5E-08	3.23E-11	3.27E-11	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	1	10	25028.214248	0.003	0.399549081	5E-08	3.26E-09	3.26E-09	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	2	14	17140.380571	0.002	0.583417618	6E-08	1.25E-09	1.25E-09	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	2	12	19374.778072	0.002	0.516134944	5E-08	4.18E-10	4.22E-10	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	2	10	21404.670111	0.002	0.467187765	5E-08	1.97E-08	1.97E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	3	14	13993.753445	0.001	0.714604558	6E-08	5.38E-09	5.38E-09	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	3	12	16095.210951	0.001	0.621302823	5E-08	3.3E-09	3.33E-09	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	3	10	18007.893469	0.001	0.555312037	4E-08	7.8E-08	7.8E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	4	14	11075.297835	0.0006	0.902910256	5E-08	1.64E-08	1.64E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	4	12	13042.52522	0.0007	0.766722688	4E-08	1.84E-08	1.85E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	4	10	14837.533657	0.0008	0.673966458	4E-08	2.22E-07	2.22E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	5	14	8390.594319	0.0001	1.191810689	2E-08	2.65E-08	2.65E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	5	12	10220.355174	0.0002	0.978439578	2E-08	8.26E-08	8.29E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	5	10	11895.728945	0.0003	0.84063785	2E-08	4.62E-07	4.62E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	6	14	5949.182353	0.0003	1.680903258	7E-08	4.19E-09	4.19E-09	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	6	12	7635.703188	0.0002	1.309637076	4E-08	2.67E-07	2.68E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	6	10	9187.592559	0.0002	1.088424409	2E-08	5.97E-07	5.97E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	7	14	3765.842063	0.0005	2.655448591	3E-07	2.9E-08	2.9E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	7	12	5299.860854	0.0005	1.88684199	2E-07	4.03E-07	4.14E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	7	10	6721.920701	0.0005	1.487670034	1E-07	2.22E-07	2.22E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	8	14	1862.712732	0.0005	5.368514333	2E-06	2.84E-08	2.84E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	8	12	3229.832563	0.0006	3.09613573	6E-07	1.16E-07	1.99E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	8	10	4512.242849	0.0007	2.216192775	3E-07	5.97E-08	5.97E-08	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	9	14	273.228762	0.0002	36.599367968	3E-05	1.08E-11	1.08E-11	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	9	12	1450.689681	0.0005	6.893272994	2E-06	8.14E-12	1.1E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	9	10	2578.441927	0.0007	3.878311121	1E-06	2.62E-07	2.62E-07	3.14E-06	-1206.117479	0.005	50230.5	25
10	12	10	10	949.444772	0.0004	10.532471498	4E-06	9.22E-09	9.22E-09	3.14E-06	-1206.117479	0.005	50230.5	25
10	13	0	15	23267.698576	0.003	0.429780366	6E-08	1.25E-11	1.25E-11	2.75E-06	-726.551598	0.004	50920.5	81
10	13	0	13	25867.726106	0.003	0.386582105	5E-08	1.31E-12	1.34E-12	2.75E-06	-726.551598	0.004	50920.5	81
10	13	0	11	28259.454293	0.003	0.353863875	4E-08	2.95E-10	2.95E-10	2.75E-06	-726.551598	0.004	50920.5	81
10	13	1	15	19741.923897	0.002	0.506536245	6E-08	1.71E-10	1.71E-10	2.75E-06	-726.551598	0.004	50920.5	81
10	13	1	13	22200.365044	0.002	0.450443044	5E-08	3.83E-11	3.88E-11	2.75E-06	-726.551598	0.004	50920.5	81
10	13	1	11	24464.544759	0.003	0.408754796	4E-08	3.49E-09	3.49E-09	2.75E-06	-726.551598	0.004	50920.5	81
10	13	2	15	16441.395229	0.002	0.608220888	6E-08	1.15E-09	1.15E-09	2.75E-06	-726.551598	0.004	50920.5	81
10	13	2	13	18759.606936	0.002	0.533060209	5E-08	4.64E-10	4.69E-10	2.75E-06	-726.551598	0.004	50920.5	81
10	13	2	11	20897.97917	0.002	0.478515167	4E-08	2.05E-08	2.05E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	3	15	13366.745735	0.0009	0.74812525	5E-08	5.06E-09	5.06E-09	2.75E-06	-726.551598	0.004	50920.5	81
10	13	3	13	15544.627293	0.001	0.643309088	4E-08	3.53E-09	3.56E-09	2.75E-06	-726.551598	0.004	50920.5	81
10	13	3	11	17557.752814	0.001	0.569548968	4E-08	7.81E-08	7.81E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	4	15	10521.357633	0.0003	0.950447684	3E-08	1.56E-08	1.56E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	4	13	12557.045914	0.0004	0.796365648	3E-08	1.92E-08	1.93E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	4	11	14444.095612	0.0005	0.692324412	2E-08	2.12E-07	2.12E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	5	15	7912.002909	0.0002	1.263902468	3E-08	2.45E-08	2.45E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	5	13	9801.405435	0.0001	1.020261846	1E-08	8.4E-08	8.43E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	5	11	11559.845025	7E-05	0.8650635	5E-09	4.08E-07	4.08E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	6	15	5549.820992	0.0005	1.801859918	2E-07	3.15E-09	3.15E-09	2.75E-06	-726.551598	0.004	50920.5	81
10	13	6	13	7285.880791	0.0005	1.372517653	9E-08	2.55E-07	2.57E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	6	11	8910.990843	0.0005	1.12220966	6E-08	4.48E-07	4.48E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	7	15	3451.879603	0.0007	2.896972418	6E-07	2.22E-08	2.22E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	7	13	5023.355495	0.0008	1.990701237	3E-07	3.35E-07	3.5E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	7	11	6507.476785	0.0008	1.536693918	2E-07	8.56E-08	8.56E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	8	15	1643.882574	0.0007	6.083159563	3E-06	1.59E-08	1.59E-08	2.75E-06	-726.551598	0.004	50920.5	81
10	13	8	13	3033.1347	0.0008	3.296919191	9E-07	7.57E-08	1.71E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	8	11	4364.411167	0.0009	2.291259833	5E-07	1.47E-07	1.47E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	9	15	165.661138	0.0003	60.364187526	0.0001	8.66E-13	8.66E-13	2.75E-06	-726.551598	0.004	50920.5	81
10	13	9	13	1343.924851	0.0006	7.440892244	4E-06	1.03E-10	1.03E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	9	11	2503.992199	0.0009	3.993622665	1E-06	2.66E-07	2.66E-07	2.75E-06	-726.551598	0.004	50920.5	81
10	13	10	11	958.88224	0.0005	10.428809277	5E-06	8.04E-09	8.04E-09	2.75E-06	-726.551598	0.004	50920.5	81
10	14	0	16	22374.545127	0.003	0.44693646	5E-08	1.11E-11	1.11E-11	2.35E-06	-257.534419	0.004	51595.3	29
10	14	0	14	25059.522747	0.003	0.399049898	5E-08	1.65E-12	1.68E-12	2.35E-06	-257.534419	0.004	51595.3	29
10	14	0	12	27561.933475	0.003	0.362819249	4E-08	3.1E-10	3.1E-10	2.35E-06	-257.534419	0.004	51595.3	29
10	14	1	16	18924.27936	0.002	0.528421707	5E-08	1.52E-10	1.52E-10	2.35E-06	-257.534419	0.004	51595.3	29
10	14	1	14	21461.314324	0.002	0.465954687	4E-08	4.32E-11	4.38E-11	2.35E-06	-257.534419	0.004	51595.3	29
10	14	1	12	23828.925649	0.002	0.41965803	4E-08	3.58E-09	3.58E-09	2.35E-06	-257.534419	0.004	51595.3	29
10	14	2	16	15698.823752	0.001	0.636990399	5E-08	1.03E-09	1.03E-09	2.35E-06	-257.534419	0.004	51595.3	29
10	14	2	14	18088.963632	0.001	0.552823269	4E-08	5.09E-10	5.15E-10	2.35E-06	-257.534419	0.004	51595.3	29
10	14	2	12	20323.361132	0.001	0.492044595	3E-08	2.03E-08	2.03E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	3	16	12699.666298	0.0004	0.787422265	3E-08	4.65E-09	4.65E-09	2.35E-06	-257.534419	0.004	51595.3	29
10	14	3	14	14942.336505	0.0006	0.669239379	3E-08	3.71E-09	3.74E-09	2.35E-06	-257.534419	0.004	51595.3	29
10	14	3	12	17043.794011	0.0007	0.586723824	3E-08	7.44E-08	7.44E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	4	16	9931.247616	0.0001	1.006922835	1E-08	1.42E-08	1.42E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	4	14	12023.880895	7E-05	0.831678232	4E-09	1.99E-08	2E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	4	12	13991.10828	0.0002	0.714739662	8E-09	1.91E-07	1.91E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	5	16	7401.716494	0.0006	1.351037966	1E-07	2.11E-08	2.11E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	5	14	9339.177379	0.0005	1.070758119	5E-08	8.39E-08	8.43E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	5	12	11168.938234	0.0004	0.895340254	3E-08	3.35E-07	3.35E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	6	16	5124.108116	0.0009	1.951559135	3E-07	1.72E-09	1.72E-09	2.35E-06	-257.534419	0.004	51595.3	29
10	14	6	14	6897.765413	0.0009	1.449744867	2E-07	2.36E-07	2.38E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	6	12	8584.286248	0.0008	1.164919215	1E-07	2.93E-07	2.93E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	7	16	3118.295575	0.001	3.206880092	1E-06	1.67E-08	1.67E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	7	14	4714.425123	0.001	2.121149396	5E-07	2.6E-07	2.8E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	7	12	6248.443914	0.001	1.600398457	3E-07	1.09E-08	1.09E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	8	16	1414.595273	0.0009	7.069159774	5E-06	7.76E-09	7.76E-09	2.35E-06	-257.534419	0.004	51595.3	29
10	14	8	14	2811.295792	0.001	3.557078564	1E-06	4.3E-08	1.48E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	8	12	4178.415623	0.001	2.39325163	7E-07	2.47E-07	2.47E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	9	16	62.011511	0.0003	161.26038277	0.0009	5.98E-15	5.98E-15	2.35E-06	-257.534419	0.004	51595.3	29
10	14	9	14	1221.811823	0.0008	8.184566405	5E-06	2.2E-10	8.78E-08	2.35E-06	-257.534419	0.004	51595.3	29
10	14	9	12	2399.272741	0.001	4.167929652	2E-06	2.41E-07	2.41E-07	2.35E-06	-257.534419	0.004	51595.3	29
10	14	10	12	948.58306	0.0006	10.542039408	7E-06	5.91E-09	5.91E-09	2.35E-06	-257.534419	0.004	51595.3	29
11	0	0	2	32532.725642	0.005	0.307382791	5E-08	6.39E-12	6.39E-12	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	1	2	28389.260253	0.004	0.352245881	5E-08	3.99E-11	3.99E-11	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	2	2	24480.737771	0.003	0.408484421	5E-08	6.41E-11	6.41E-11	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	3	2	20802.401516	0.002	0.480713729	5E-08	1.57E-11	1.57E-11	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	4	2	17351.355178	0.002	0.57632386	6E-08	2.78E-09	2.78E-09	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	5	2	14126.754766	0.001	0.707876661	6E-08	3.18E-08	3.18E-08	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	6	2	11130.091367	0.0006	0.898465221	5E-08	2.1E-07	2.1E-07	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	7	2	8365.594589	0.0002	1.195372295	3E-08	9.49E-07	9.49E-07	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	8	2	5840.801124	0.0001	1.712093904	4E-08	2.21E-06	2.21E-06	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	9	2	3567.355542	0.0003	2.803196901	2E-07	1.17E-06	1.17E-06	4.59E-06	-3230.970678	0.005	47317.2	1
11	0	10	2	1562.147648	0.0003	6.401443559	1E-06	1.04E-08	1.04E-08	4.59E-06	-3230.970678	0.005	47317.2	1
11	1	0	3	32232.230971	0.005	0.310248459	5E-08	7.05E-12	7.05E-12	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	0	1	32819.263003	0.005	0.304699103	5E-08	2.05E-13	2.05E-13	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	1	3	28106.358267	0.004	0.35579138	5E-08	5.84E-11	5.84E-11	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	1	1	28664.009143	0.004	0.348869551	5E-08	1.55E-13	1.56E-13	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	2	3	24215.047673	0.003	0.412966356	5E-08	1.96E-10	1.96E-10	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	2	1	24743.955384	0.003	0.404139106	5E-08	4.61E-11	4.61E-11	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	3	3	20553.667815	0.002	0.486531168	5E-08	2.19E-10	2.19E-10	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	3	1	21054.261793	0.002	0.474963221	5E-08	8.23E-10	8.23E-10	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	4	3	17119.461651	0.002	0.584130518	6E-08	3.32E-11	3.32E-11	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	4	1	17591.939664	0.002	0.56844215	6E-08	6.91E-09	6.91E-09	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	5	3	13911.745105	0.001	0.71881708	6E-08	5.95E-09	5.95E-09	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	5	1	14356.03911	0.001	0.696570964	5E-08	3.83E-08	3.83E-08	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	6	3	10932.199017	0.0006	0.914729048	5E-08	6.9E-08	6.9E-08	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	6	1	11347.925812	0.0006	0.881218309	4E-08	1.68E-07	1.68E-07	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	7	3	8185.285717	0.0002	1.221704452	2E-08	4.12E-07	4.12E-07	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	7	1	8571.675947	0.0002	1.166632997	2E-08	5.69E-07	5.69E-07	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	8	3	5678.837029	0.0002	1.760923927	5E-08	1.12E-06	1.12E-06	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	8	1	6034.632182	0.0002	1.657101825	4E-08	1.07E-06	1.07E-06	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	9	3	3424.88521	0.0003	2.919805887	2E-07	6.46E-07	6.46E-07	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	9	1	3748.185122	0.0003	2.667957871	2E-07	4.83E-07	4.84E-07	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	10	3	1440.849857	0.0003	6.9403484	1E-06	7.38E-09	7.38E-09	4.6E-06	-3180.319637	0.005	47390.1	9
11	1	10	1	1728.879193	0.0003	5.784094135	1E-06	1.54E-09	3.87E-09	4.6E-06	-3180.319637	0.005	47390.1	9
11	2	0	4	31869.346101	0.005	0.313781148	5E-08	8.67E-12	8.67E-12	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	0	2	32683.770415	0.005	0.305962252	5E-08	1.2E-13	1.2E-13	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	0	0	33038.143549	0.005	0.302680445	4E-08	4.95E-13	4.95E-13	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	1	4	27766.764003	0.004	0.360142795	5E-08	8.26E-11	8.26E-11	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	1	2	28540.305026	0.004	0.350381679	5E-08	1.82E-13	1.87E-13	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	1	0	28876.977328	0.004	0.346296632	5E-08	1.62E-11	1.62E-11	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	2	4	23898.245808	0.003	0.418440754	5E-08	3.54E-10	3.54E-10	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	2	2	24631.782543	0.003	0.40597955	5E-08	3.63E-11	3.64E-11	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	2	0	24951.14079	0.003	0.400783278	5E-08	2.16E-10	2.16E-10	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	3	4	20259.328008	0.002	0.493599788	6E-08	7.57E-10	7.57E-10	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	3	2	20953.446289	0.002	0.477248461	5E-08	6.16E-10	6.16E-10	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	3	0	21255.752458	0.002	0.47046088	5E-08	1.72E-09	1.72E-09	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	4	4	16847.440547	0.002	0.59356197	6E-08	5.21E-10	5.21E-10	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	4	2	17502.39995	0.002	0.571350216	5E-08	5.06E-09	5.07E-09	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	4	0	17787.777563	0.002	0.562183778	5E-08	9.5E-09	9.5E-09	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	5	4	13662.114603	0.001	0.731951114	5E-08	4.4E-10	4.4E-10	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	5	2	14277.799539	0.001	0.700388038	5E-08	2.78E-08	2.78E-08	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	5	0	14546.21348	0.001	0.68746413	5E-08	4.01E-08	4.01E-08	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	6	4	10705.287182	0.0005	0.934117864	5E-08	2.7E-08	2.7E-08	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	6	2	11281.13614	0.0005	0.886435539	4E-08	1.21E-07	1.21E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	6	0	11532.363511	0.0005	0.867124938	4E-08	1.4E-07	1.4E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	7	4	7981.735859	0.0001	1.252860302	2E-08	2.44E-07	2.44E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	7	2	8516.639361	0.0001	1.174172062	2E-08	4.07E-07	4.07E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	7	0	8750.227622	0.0001	1.142827413	2E-08	3.87E-07	3.87E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	8	4	5499.693887	0.0002	1.818283018	6E-08	7.83E-07	7.83E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	8	2	5991.845897	0.0002	1.668934778	5E-08	7.53E-07	7.54E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	8	0	6207.052267	0.0002	1.611070693	5E-08	6.07E-07	6.07E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	9	4	3271.723561	0.0003	3.05649295	3E-07	4.85E-07	4.85E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	9	2	3718.400314	0.0003	2.689328516	2E-07	3.3E-07	3.33E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	9	0	3914.102381	0.0003	2.554864188	2E-07	2.24E-07	2.24E-07	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	10	4	1315.973909	0.0002	7.598934851	1E-06	6.16E-09	6.16E-09	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	10	2	1713.19242	0.0003	5.837055945	1E-06	9.16E-10	7.74E-09	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	10	0	1887.751964	0.0003	5.297306103	9E-07	1.01E-11	1.01E-11	4.61E-06	-3079.925905	0.005	47534.5	5
11	2	11	0	151.044772	5E-05	66.205535402	2E-05	9.78E-13	9.78E-13	4.61E-06	-3079.925905	0.005	47534.5	5
11	3	0	5	31446.291106	0.005	0.318002526	5E-08	1E-11	1E-11	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	0	3	32480.961805	0.005	0.307872657	5E-08	8.03E-14	8.07E-14	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	0	1	33067.993838	0.005	0.302407217	4E-08	2.92E-12	2.92E-12	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	1	5	27372.5588	0.004	0.365329382	5E-08	1.03E-10	1.03E-10	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	1	3	28355.089101	0.004	0.352670378	5E-08	3.46E-13	3.55E-13	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	1	1	28912.739978	0.004	0.345868292	5E-08	6.21E-11	6.21E-11	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	2	5	23532.283322	0.003	0.424948139	5E-08	5.07E-10	5.07E-10	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	2	3	24463.778508	0.003	0.408767599	5E-08	3.89E-11	3.9E-11	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	2	1	24992.686219	0.003	0.400117055	5E-08	6.27E-10	6.27E-10	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	3	5	19921.212295	0.002	0.501977483	6E-08	1.41E-09	1.41E-09	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	3	3	20802.39865	0.002	0.480713795	5E-08	6.13E-10	6.14E-10	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	3	1	21302.992628	0.002	0.469417615	5E-08	4.14E-09	4.14E-09	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	4	5	16537.011532	0.002	0.60470418	6E-08	2E-09	2E-09	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	4	3	17368.192485	0.002	0.575765153	5E-08	4.91E-09	4.91E-09	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	4	1	17840.670498	0.002	0.56051705	5E-08	1.99E-08	1.99E-08	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	5	5	13379.484643	0.001	0.747412944	5E-08	4.85E-10	4.85E-10	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	5	3	14160.47594	0.001	0.706190953	5E-08	2.65E-08	2.65E-08	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	5	1	14604.769945	0.001	0.684707807	5E-08	7.51E-08	7.51E-08	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	6	5	10450.894114	0.0005	0.956855929	4E-08	8.18E-09	8.18E-09	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	6	3	11180.929852	0.0005	0.894379996	4E-08	1.14E-07	1.14E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	6	1	11596.656647	0.0005	0.862317503	4E-08	2.36E-07	2.36E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	7	5	7756.419868	9E-05	1.289254601	1E-08	1.48E-07	1.48E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	7	3	8434.016551	9E-05	1.185674695	1E-08	3.8E-07	3.8E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	7	1	8820.406781	0.0001	1.13373456	1E-08	5.81E-07	5.81E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	8	5	5304.810283	0.0002	1.885081552	8E-08	5.8E-07	5.8E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	8	3	5927.567864	0.0002	1.687032562	6E-08	6.86E-07	6.87E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	8	1	6283.363016	0.0002	1.591504418	6E-08	8.05E-07	8.05E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	9	5	3109.312539	0.0003	3.216145008	3E-07	3.78E-07	3.78E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	9	3	3673.616044	0.0004	2.722113547	3E-07	2.88E-07	2.95E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	9	1	3996.915957	0.0004	2.501929014	2E-07	2.47E-07	2.47E-07	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	10	5	1189.027163	0.0002	8.410236798	2E-06	4.79E-09	4.79E-09	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	10	3	1689.580691	0.0003	5.918628245	1E-06	6.33E-10	1.38E-08	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	10	1	1977.610027	0.0004	5.056608666	1E-06	1.34E-09	1.34E-09	4.61E-06	-2931.588803	0.005	47747.9	21
11	3	11	1	248.730834	8E-05	40.204102721	1E-05	1.48E-11	1.48E-11	4.61E-06	-2931.588803	0.005	47747.9	21
11	4	0	6	30965.205339	0.004	0.322943119	5E-08	1.09E-11	1.09E-11	4.59E-06	-2737.967103	0.005	48026.5	9
11	4	0	4	32211.304904	0.005	0.310450012	4E-08	4.59E-14	4.66E-14	4.59E-06	-2737.967103	0.005	48026.5	9
11	4	0	2	33025.729217	0.005	0.302794222	4E-08	8.13E-12	8.13E-12	4.59E-06	-2737.967103	0.005	48026.5	9
11	4	1	6	26925.713555	0.004	0.3713922	5E-08	1.19E-10	1.19E-10	4.59E-06	-2737.967103	0.005	48026.5	9
11	4	1	4	28108.722806	0.004	0.355761451	5E-08	6.77E-13	6.92E-13	4.59E-06	-2737.967103	0.005	48026.5	9
