vibrational_f	angmom_total_f	vibrational_i	angmom_total_i	transition_wavenumber	unc	lambda	unc	einstein_coefficient	unc	Atot	energy_f	unc	Tu	degeneracy
5	12	0	10	18660.676465	0.004	0.535886254	1E-07	1.41E-08	1.41E-08	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	1	14	10292.37609	0.002	0.971592945	2E-07	8.88E-09	8.88E-09	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	1	12	12659.987415	0.002	0.789890201	2E-07	1.28E-08	1.29E-08	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	1	10	14807.859074	0.003	0.67531707	1E-07	1.41E-07	1.41E-07	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	2	14	6920.025398	0.002	1.445081401	3E-07	1.19E-08	1.19E-08	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	2	12	9154.422899	0.002	1.092368149	2E-07	1.39E-07	1.39E-07	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	2	10	11184.314938	0.002	0.8941093	2E-07	5.81E-07	5.81E-07	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	3	14	3773.398272	0.001	2.65013107	7E-07	2.94E-08	2.94E-08	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	3	12	5874.855777	0.001	1.702169445	3E-07	5.71E-07	5.83E-07	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	3	10	7787.538295	0.001	1.284102835	2E-07	7.41E-07	7.41E-07	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	4	14	854.942662	0.0004	11.696690836	6E-06	3.58E-09	3.58E-09	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	4	12	2822.170046	0.0005	3.543372595	7E-07	1.44E-07	3.68E-07	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	4	10	4617.178483	0.0006	2.165824873	3E-07	5.28E-08	5.28E-08	2.95E-06	-11426.472653	0.004	35525.7	25
5	12	5	10	1675.373772	7E-05	5.968817327	2E-07	2.63E-07	2.63E-07	2.95E-06	-11426.472653	0.004	35525.7	25
5	13	0	15	13466.293141	0.003	0.742594855	2E-07	8.94E-10	8.94E-10	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	0	13	16066.320671	0.003	0.622420043	1E-07	5.83E-10	5.87E-10	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	0	11	18458.048858	0.004	0.541769072	1E-07	1.47E-08	1.47E-08	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	1	15	9940.518461	0.002	1.005983746	2E-07	8.88E-09	8.88E-09	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	1	13	12398.959609	0.002	0.806519282	2E-07	1.31E-08	1.32E-08	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	1	11	14663.139323	0.003	0.681982199	1E-07	1.4E-07	1.4E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	2	15	6639.989794	0.002	1.506026411	4E-07	1.29E-08	1.29E-08	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	2	13	8958.2015	0.002	1.116295497	2E-07	1.39E-07	1.39E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	2	11	11096.573735	0.002	0.90117907	2E-07	5.36E-07	5.36E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	3	15	3565.3403	0.001	2.804781356	8E-07	2.13E-08	2.13E-08	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	3	13	5743.221857	0.001	1.741182954	3E-07	5.43E-07	5.57E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	3	11	7756.347378	0.001	1.28926665	2E-07	5.59E-07	5.59E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	4	15	719.952198	0.0004	13.889811057	7E-06	1.61E-09	1.61E-09	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	4	13	2755.640479	0.0005	3.628920418	7E-07	1.23E-07	3.81E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	4	11	4642.690177	0.0006	2.153923613	3E-07	1.52E-07	1.52E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	13	5	11	1758.43959	8E-05	5.686860133	2E-07	3.36E-07	3.36E-07	2.87E-06	-10527.957034	0.004	36818.5	81
5	14	0	16	13035.367748	0.003	0.767143681	2E-07	8.48E-10	8.48E-10	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	0	14	15720.345368	0.003	0.63611834	1E-07	6.11E-10	6.17E-10	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	0	12	18222.756096	0.004	0.54876441	1E-07	1.49E-08	1.49E-08	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	1	16	9585.101981	0.002	1.043285718	2E-07	8.7E-09	8.7E-09	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	1	14	12122.136945	0.002	0.824937059	2E-07	1.34E-08	1.35E-08	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	1	12	14489.74827	0.003	0.690143115	1E-07	1.35E-07	1.35E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	2	16	6359.646373	0.002	1.572414473	4E-07	1.32E-08	1.32E-08	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	2	14	8749.786253	0.002	1.142885062	2E-07	1.38E-07	1.39E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	2	12	10984.183753	0.002	0.910399919	2E-07	4.78E-07	4.78E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	3	16	3360.488919	0.0009	2.975757469	8E-07	1.57E-08	1.57E-08	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	3	14	5603.159126	0.001	1.784707479	3E-07	5.11E-07	5.28E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	3	12	7704.616632	0.001	1.297923113	2E-07	3.87E-07	3.87E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	4	16	592.070237	0.0004	16.889888015	1E-05	6.43E-10	6.43E-10	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	4	14	2684.703516	0.0005	3.724806088	7E-07	1.04E-07	3.95E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	4	12	4651.930901	0.0006	2.149645	3E-07	3.05E-07	3.05E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	14	5	12	1829.760855	8E-05	5.465195068	2E-07	4.11E-07	4.11E-07	2.85E-06	-9596.711798	0.004	38158.3	29
5	15	0	17	12597.962139	0.003	0.793779176	2E-07	7.98E-10	7.98E-10	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	0	15	15355.695667	0.003	0.651224159	1E-07	6.4E-10	6.47E-10	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	0	13	17955.723197	0.003	0.556925493	1E-07	1.47E-08	1.47E-08	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	1	17	9226.09745	0.002	1.083881896	3E-07	8.4E-09	8.4E-09	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	1	15	11829.920988	0.002	0.845314183	2E-07	1.37E-08	1.39E-08	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	1	13	14288.362135	0.003	0.699870279	1E-07	1.28E-07	1.28E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	2	17	6078.830006	0.002	1.645053405	4E-07	1.29E-08	1.29E-08	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	2	15	8529.39232	0.002	1.172416466	2E-07	1.38E-07	1.39E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	2	13	10847.604026	0.002	0.921862558	2E-07	4.12E-07	4.12E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	3	17	3158.60383	0.0009	3.165955763	9E-07	1.17E-08	1.17E-08	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	3	15	5454.742826	0.001	1.833266997	3E-07	4.78E-07	4.99E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	3	13	7632.624383	0.001	1.310165351	2E-07	2.36E-07	2.36E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	4	17	471.065891	0.0003	21.22845273	1E-05	2.16E-10	2.16E-10	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	4	15	2609.354724	0.0005	3.832365109	7E-07	8.52E-08	4.1E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	4	13	4645.043005	0.0006	2.152832598	3E-07	5.08E-07	5.08E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	15	5	13	1889.402526	9E-05	5.292678433	2E-07	4.81E-07	4.81E-07	2.88E-06	-8638.554507	0.004	39536.9	93
5	16	0	18	12154.011341	0.003	0.822773628	2E-07	7.48E-10	7.48E-10	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	0	16	14972.828633	0.003	0.667876474	1E-07	6.69E-10	6.77E-10	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	0	14	17657.806254	0.003	0.566321765	1E-07	1.43E-08	1.43E-08	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	1	18	8863.283687	0.002	1.12825002	3E-07	8E-09	8E-09	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	1	16	11522.562867	0.002	0.867862481	2E-07	1.41E-08	1.42E-08	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	1	14	14059.59783	0.002	0.711257898	1E-07	1.17E-07	1.17E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	2	18	5797.216156	0.001	1.724965868	4E-07	1.21E-08	1.21E-08	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	2	16	8297.107258	0.002	1.205239331	2E-07	1.37E-07	1.38E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	2	14	10687.247138	0.002	0.935694653	2E-07	3.41E-07	3.41E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	3	18	2959.32795	0.0008	3.379145593	1E-06	8.85E-09	8.85E-09	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	3	16	5297.949804	0.001	1.887522602	4E-07	4.43E-07	4.67E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	3	14	7540.620012	0.001	1.326150898	2E-07	1.16E-07	1.16E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	4	18	356.652248	0.0003	28.038516667	2E-05	5.65E-11	5.65E-11	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	4	16	2529.531123	0.0004	3.953301823	7E-07	6.83E-08	4.27E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	4	14	4622.164402	0.0006	2.163488602	3E-07	7.54E-07	7.54E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	16	5	14	1937.460886	9E-05	5.16139452	2E-07	5.43E-07	5.43E-07	2.96E-06	-7659.250913	0.005	40945.9	33
5	17	0	19	11703.212018	0.003	0.854466277	2E-07	6.98E-10	6.98E-10	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	0	17	14571.991544	0.003	0.686247996	2E-07	7E-10	7.08E-10	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	0	15	17329.725072	0.003	0.577043199	1E-07	1.36E-08	1.36E-08	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	1	19	8496.231726	0.002	1.17699238	3E-07	7.54E-09	7.54E-09	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	1	17	11200.126855	0.002	0.89284703	2E-07	1.44E-08	1.45E-08	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	1	15	13803.950393	0.002	0.724430305	1E-07	1.05E-07	1.05E-07	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	2	19	5514.310389	0.001	1.813463388	5E-07	1.09E-08	1.09E-08	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	2	17	8052.859411	0.002	1.241794931	2E-07	1.36E-07	1.37E-07	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	2	15	10503.421725	0.002	0.952070693	2E-07	2.69E-07	2.69E-07	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	3	19	2762.185322	0.0008	3.620321895	1E-06	6.79E-09	6.79E-09	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	3	17	5132.633235	0.001	1.948317665	4E-07	4.06E-07	4.35E-07	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	3	15	7428.772231	0.001	1.346117459	2E-07	3.57E-08	3.57E-08	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	4	19	248.499223	0.0003	40.241574518	5E-05	9.71E-12	9.71E-12	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	4	17	2445.095296	0.0004	4.089820146	7E-07	5.31E-08	4.43E-07	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	4	15	4583.384129	0.0006	2.181794002	3E-07	1.03E-06	1.03E-06	3.1E-06	-6664.525102	0.005	42377.1	105
5	17	5	15	1974.029405	9E-05	5.065780669	2E-07	5.92E-07	5.92E-07	3.1E-06	-6664.525102	0.005	42377.1	105
5	18	0	20	11244.991667	0.003	0.889284785	2E-07	6.51E-10	6.51E-10	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	0	18	14153.173133	0.003	0.706555336	2E-07	7.31E-10	7.41E-10	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	0	16	16971.990426	0.003	0.589206083	1E-07	1.26E-08	1.26E-08	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	1	20	8124.277917	0.002	1.230878621	3E-07	7.02E-09	7.02E-09	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	1	18	10862.445479	0.002	0.92060301	2E-07	1.48E-08	1.49E-08	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	1	16	13521.724659	0.002	0.739550631	1E-07	9.16E-08	9.16E-08	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	2	20	5229.427557	0.001	1.912255193	5E-07	9.4E-09	9.4E-09	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	2	18	7796.377948	0.002	1.282646899	2E-07	1.34E-07	1.35E-07	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	2	16	10296.269051	0.002	0.971225592	2E-07	1.99E-07	1.99E-07	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	3	20	2566.570833	0.0007	3.896249373	1E-06	5.26E-09	5.26E-09	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	3	18	4958.489743	0.0009	2.016743105	4E-07	3.67E-07	4.01E-07	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	3	16	7297.111596	0.001	1.370405244	2E-07	1.02E-09	1.02E-09	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	4	20	146.243681	0.0003	68.379022817	0.0001	7.15E-13	7.15E-13	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	4	18	2355.81404	0.0004	4.244817218	7E-07	3.99E-08	4.59E-07	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	4	16	4528.692915	0.0005	2.208142656	3E-07	1.32E-06	1.32E-06	3.29E-06	-5660.08912	0.005	43822.2	37
5	18	5	16	1999.161792	0.0001	5.002096399	2E-07	6.23E-07	6.23E-07	3.29E-06	-5660.08912	0.005	43822.2	37
5	19	0	21	10778.461169	0.003	0.927776224	2E-07	6.07E-10	6.07E-10	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	0	19	13716.040945	0.003	0.729073356	2E-07	7.64E-10	7.75E-10	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	0	17	16584.82047	0.003	0.602961004	1E-07	1.15E-08	1.15E-08	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	1	21	7746.480794	0.002	1.290908771	3E-07	6.46E-09	6.46E-09	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	1	19	10509.060652	0.002	0.951559833	2E-07	1.52E-08	1.53E-08	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	1	17	13212.955781	0.002	0.756832927	1E-07	7.72E-08	7.72E-08	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	2	21	4941.656061	0.001	2.023613112	5E-07	7.79E-09	7.79E-09	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	2	19	7527.139315	0.002	1.328525962	3E-07	1.32E-07	1.33E-07	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	2	17	10065.688337	0.002	0.993474034	2E-07	1.36E-07	1.36E-07	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	3	21	2371.72842	0.0007	4.216334347	1E-06	4.09E-09	4.09E-09	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	3	19	4775.014249	0.0009	2.094234588	4E-07	3.26E-07	3.67E-07	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	3	17	7145.462161	0.001	1.399489603	2E-07	1.64E-08	1.64E-08	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	4	21	49.496859	0.0002	202.033021934	0.0009	3.3E-15	3.3E-15	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	4	19	2261.328149	0.0004	4.42217995	7E-07	2.87E-08	4.72E-07	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	4	17	4457.924222	0.0005	2.243196497	3E-07	1.62E-06	1.62E-06	3.5E-06	-4651.696176	0.005	45273.1	117
5	19	5	17	2012.828926	0.0001	4.9681321	2E-07	6.33E-07	6.33E-07	3.5E-06	-4651.696176	0.005	45273.1	117
5	20	0	22	10302.341665	0.002	0.970653112	2E-07	5.67E-10	5.67E-10	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	0	20	13259.855374	0.003	0.754156039	2E-07	8E-10	8.13E-10	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	0	18	16168.03684	0.003	0.618504281	1E-07	1.02E-08	1.02E-08	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	1	22	7361.553041	0.002	1.358409013	3E-07	5.87E-09	5.87E-09	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	1	20	10139.141624	0.002	0.986276785	2E-07	1.56E-08	1.57E-08	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	1	18	12877.309186	0.002	0.77655975	1E-07	6.25E-08	6.25E-08	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	2	22	4649.799339	0.001	2.15063044	5E-07	6.15E-09	6.15E-09	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	2	20	7244.291264	0.001	1.380397286	3E-07	1.29E-07	1.3E-07	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	2	18	9811.241655	0.002	1.019238986	2E-07	8.03E-08	8.03E-08	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	3	22	2176.711873	0.0006	4.594085292	1E-06	3.17E-09	3.17E-09	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	3	20	4581.43454	0.0008	2.182722445	4E-07	2.84E-07	3.33E-07	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	3	18	6973.35345	0.001	1.43403028	2E-07	8.39E-08	8.39E-08	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	4	20	2161.107387	0.0003	4.627257331	7E-07	1.95E-08	4.81E-07	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	4	18	4370.677747	0.0005	2.287974676	3E-07	1.89E-06	1.89E-06	3.72E-06	-3645.225413	0.005	46721.2	41
5	20	5	18	2014.863707	9E-05	4.963114857	2E-07	6.2E-07	6.2E-07	3.72E-06	-3645.225413	0.005	46721.2	41
5	21	0	23	9814.849694	0.002	1.018864304	2E-07	5.31E-10	5.31E-10	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	0	21	12783.343877	0.003	0.782267934	2E-07	8.43E-10	8.56E-10	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	0	19	15720.923653	0.003	0.636094941	1E-07	8.79E-09	8.79E-09	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	1	23	6967.753014	0.002	1.435182903	3E-07	5.26E-09	5.26E-09	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	1	21	9751.363503	0.002	1.025497613	2E-07	1.6E-08	1.62E-08	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	1	19	12513.943361	0.002	0.799108619	1E-07	4.8E-08	4.8E-08	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	2	23	4352.280207	0.001	2.297646182	5E-07	4.57E-09	4.57E-09	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	2	21	6946.53877	0.001	1.439565852	3E-07	1.25E-07	1.27E-07	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	2	19	9532.022024	0.002	1.049095352	2E-07	3.73E-08	3.73E-08	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	3	23	1980.317176	0.0005	5.04969614	1E-06	2.41E-09	2.41E-09	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	3	21	4376.611128	0.0008	2.284872863	4E-07	2.42E-07	3.01E-07	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	3	19	6779.896957	0.001	1.47494867	2E-07	2.03E-07	2.03E-07	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	4	21	2054.379568	0.0003	4.867649657	7E-07	1.23E-08	4.84E-07	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	4	19	4266.210858	0.0005	2.34400041	2E-07	2.11E-06	2.11E-06	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	5	19	2004.882709	8E-05	4.987822956	2E-07	5.84E-07	5.84E-07	3.94E-06	-2646.813467	0.005	48157.7	129
5	21	6	19	17.49645	0.0001	571.544513316	0.004	1.8E-17	1.8E-17	3.94E-06	-2646.813467	0.005	48157.7	129
5	22	0	24	9313.509901	0.002	1.073709064	2E-07	4.97E-10	4.97E-10	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	0	22	12284.504123	0.003	0.814033672	2E-07	8.87E-10	9.02E-10	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	0	20	15242.017831	0.003	0.656081111	1E-07	7.36E-09	7.36E-09	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	1	24	6562.705866	0.002	1.523761723	3E-07	4.61E-09	4.61E-09	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	1	22	9343.715499	0.002	1.070238065	2E-07	1.65E-08	1.67E-08	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	1	20	12121.304081	0.002	0.824993741	1E-07	3.43E-08	3.43E-08	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	2	24	4046.980003	0.0009	2.470978357	6E-07	3.14E-09	3.14E-09	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	2	22	6631.961796	0.001	1.507849458	3E-07	1.2E-07	1.22E-07	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	2	20	9226.453721	0.002	1.083840043	2E-07	9.44E-09	9.44E-09	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	3	24	1780.964031	0.0004	5.614936532	1E-06	1.76E-09	1.76E-09	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	3	22	4158.87433	0.0007	2.404496796	4E-07	1.99E-07	2.69E-07	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	3	20	6563.596997	0.0009	1.523554844	2E-07	3.69E-07	3.69E-07	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	4	22	1940.011593	0.0002	5.154608372	6E-07	6.96E-09	4.78E-07	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	4	20	4143.269845	0.0004	2.413552671	2E-07	2.27E-06	2.27E-06	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	5	20	1982.162457	6E-05	5.044995159	2E-07	5.25E-07	5.25E-07	4.11E-06	-1663.062956	0.005	49573.1	45
5	22	6	20	106.355248	8E-05	94.024509256	7E-05	1.52E-13	1.52E-13	4.11E-06	-1663.062956	0.005	49573.1	45
5	23	0	25	8794.831113	0.002	1.137031499	3E-07	4.67E-10	4.67E-10	4.22E-06	-701.391918	0.005	50956.7	141
5	23	0	23	11760.271244	0.002	0.850320523	2E-07	9.42E-10	9.58E-10	4.22E-06	-701.391918	0.005	50956.7	141
5	23	0	21	14728.765427	0.003	0.678943531	1E-07	5.91E-09	5.91E-09	4.22E-06	-701.391918	0.005	50956.7	141
5	23	1	25	6143.091142	0.001	1.627844967	4E-07	3.94E-09	3.94E-09	4.22E-06	-701.391918	0.005	50956.7	141
5	23	1	23	8913.174564	0.002	1.121934719	2E-07	1.71E-08	1.73E-08	4.22E-06	-701.391918	0.005	50956.7	141
5	23	1	21	11696.785053	0.002	0.854935775	2E-07	2.19E-08	2.19E-08	4.22E-06	-701.391918	0.005	50956.7	141
5	23	2	25	3730.952482	0.0008	2.680280719	6E-07	1.92E-09	1.92E-09	4.22E-06	-701.391918	0.005	50956.7	141
5	23	2	23	6297.701756	0.001	1.587880847	3E-07	1.13E-07	1.16E-07	4.22E-06	-701.391918	0.005	50956.7	141
5	23	2	21	8891.96032	0.001	1.124611406	2E-07	2.06E-11	2.06E-11	4.22E-06	-701.391918	0.005	50956.7	141
5	23	3	25	1576.477132	0.0003	6.343257252	1E-06	1.22E-09	1.22E-09	4.22E-06	-701.391918	0.005	50956.7	141
5	23	3	23	3925.738726	0.0006	2.547291274	4E-07	1.57E-07	2.41E-07	4.22E-06	-701.391918	0.005	50956.7	141
5	23	3	21	6322.032678	0.0008	1.581769742	2E-07	5.74E-07	5.74E-07	4.22E-06	-701.391918	0.005	50956.7	141
5	23	4	23	1816.293539	0.0002	5.505717983	5E-07	3.37E-09	4.6E-07	4.22E-06	-701.391918	0.005	50956.7	141
5	23	4	21	3999.801118	0.0003	2.500124307	2E-07	2.33E-06	2.33E-06	4.22E-06	-701.391918	0.005	50956.7	141
5	23	5	21	1945.42155	3E-05	5.140274096	9E-08	4.47E-07	4.47E-07	4.22E-06	-701.391918	0.005	50956.7	141
5	23	6	21	191.012655	3E-05	52.352552243	7E-06	2.85E-12	2.85E-12	4.22E-06	-701.391918	0.005	50956.7	141
6	0	0	2	21151.406903	0.004	0.472781789	9E-08	2.98E-13	2.98E-13	4.25E-06	-14612.289417	0.005	30942	1
6	0	1	2	17007.941515	0.003	0.58796063	1E-07	1.44E-09	1.44E-09	4.25E-06	-14612.289417	0.005	30942	1
6	0	2	2	13099.419032	0.002	0.763392634	2E-07	4.5E-08	4.5E-08	4.25E-06	-14612.289417	0.005	30942	1
6	0	3	2	9421.082778	0.002	1.061449117	2E-07	5.8E-07	5.8E-07	4.25E-06	-14612.289417	0.005	30942	1
6	0	4	2	5970.036439	0.001	1.675031652	3E-07	2.79E-06	2.79E-06	4.25E-06	-14612.289417	0.005	30942	1
6	0	5	2	2745.436028	0.0005	3.642408673	7E-07	8.33E-07	8.33E-07	4.25E-06	-14612.289417	0.005	30942	1
6	1	0	3	20884.305159	0.004	0.478828475	1E-07	3.05E-11	3.05E-11	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	0	1	21471.337191	0.004	0.465737178	9E-08	8.22E-11	8.22E-11	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	1	3	16758.432455	0.003	0.596714521	1E-07	5.05E-11	5.05E-11	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	1	1	17316.083331	0.003	0.577497798	1E-07	3.05E-09	3.05E-09	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	2	3	12867.121861	0.002	0.777174578	2E-07	1.16E-08	1.16E-08	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	2	1	13396.029572	0.002	0.746489842	1E-07	4.42E-08	4.42E-08	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	3	3	9205.742003	0.002	1.086278542	2E-07	2.36E-07	2.36E-07	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	3	1	9706.335981	0.002	1.030254879	2E-07	3.74E-07	3.74E-07	4.28E-06	-14528.245449	0.005	31062.9	9
6	1	4	3	5771.535839	0.001	1.732641065	3E-07	1.4E-06	1.4E-06	4.28E-06	-14528.245449	0.005	31062.9	9
